Rejection Checked,Rejection Found,Row #,FormattedAccuracy,ErrorCode
"Submitter Contact Qualifier 1 (1000A PER03) and Submitter Contact Number 1 (1000A PER04) are required fields. Submitter Contact Qualifier 1 must be TE, EM or FX. When Submitter Contact Qualifier 1 is TE or FX, Submitter Contact Number 1 must be numeric and length of 10. When Submitter Contact Qualifier 1 is EM, Submitter Contact Number 1 must be valid characters and not exceed 256 characters.",Segment PER (Property and Casualty Patient Contact Information) is used. It is not expected to be used when it provides the same information as segment PER  in loop 2010BA.,656,42%,0x3938B79
"When either Submitter Contact Qualifier 2 (1000A PER05) or Submitter Contact Number 2 (1000A PER06) is present, both are required. Submitter Contact Qualifier 2 must be TE, EM, EX or FX. Submitter Contact Qualifier 2 cannot equal EX unless Submitter Contact Qualifier 1 (2010AA PER03) is TE. When Submitter Contact Qualifier 2 is TE, EX or FX, Submitter Contact Number 2 must be numeric. When Submitter Contact Qualifier 2 is TE or FX, Submitter Contact Number 2 must be length of 10. When Submitter Contact Qualifier 2 is EM, Submitter Contact Number 2 must be valid characters and not exceed 256 characters.",Segment PER (Property and Casualty Patient Contact Information) is used. It is not expected to be used when it provides the same information as segment PER  in loop 2010BA.,657,44%,0x3938B79
"When either Submitter Contact Qualifier 3 (1000A PER07) or Submitter Contact Number 3 (1000A PER08) is present, both are required. Submitter Contact Qualifier 3 must be TE, EM, EX or 
FX. Submitter Contact Qualifier 3 cannot equal EX unless Submitter Contact Qualifier 2 (2010AA PER05) is TE. When Submitter Contact Qualifier 3 is TE, EX or FX, Submitter Contact Number 3 must be numeric. When Submitter Contact Qualifier 3 is TE or FX, Submitter Contact Number 3 must be length of 10. When Submitter Contact Qualifier 3 is EM, Submitter Contact Number 3 must be valid characters and not exceed 256 characters.",Segment PER (Submitter EDI Contact Information) is used. New instance of segment PER should not be used when previous one has not been filled out.,658,41%,0x3938BE0
"Receiver Name (1000B NM103) is a required field and must have valid characters with a maximum length not greater than 60 characters.
Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Segment DTP is missing with DTP01 as '349'. It is required when removing coverage from a member (HD01 is '024') and termination date is not specified in loop 2000.,659,16%,0x3938BB8
"If present, Taxonomy Code (2000A PRV03) must be a valid code on the Statement Date (2300 DTP03) of the claim.","Value '[dpe.dat.vl]' of sub-element [dpe.rec.gdl.id][dpe.par.gdl.sq]-[dpe.gdl.sq] requires at least one other specific status code to identify the missing, invalid or inconsistant information after [emp.ec_Date].",660,50%,0x3939672
"Billing Provider Name (2010AA NM103) is required
Billing Provider Address (2010AA N301) is required
Billing Provider City (2010AA NM401) is required",Segment N3 (Ordering Provider Address) is missing. It is required when certification for DMERC is included in this claim (PWK02 = 'AD').{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{tab}Character: [emp.cp],661,42%,0x3938AFE
"Billing Provider Last Name/Organization Name (2010AA NM103) is required.
For Medicare and Medipak Advantage, the Provider Last Name cannot be more than 60 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Loop 2100C (Provider Name) is used [emp.Count] times. It should not be used more than once after NPI is mandated for use.,662,18%,0x3938C7A
"Providers who ""opt-out"" of the Medicare program cannot receive payment for services rendered to Medi-Pak Advantage members.",Value of element DTM02 (Claim Received Date) is incorrect. Value for date or start period date is expected to be a date earlier than the Transaction Creation Date.,663,29%,0x3939388
2017086051 - rmt - 04/20/2017 - AHIN will no longer process Medi-Pak Advantage claims with date of service prior to 1/1/2016. ,Value of element DTP03 is incorrect. Segment DTP (Date - Onset of Current Illness or Symptom) should not be used with the same value as in segment DTP (Date - Service Date). Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq],664,45%,0x393941D
Simmons cannot submit Institutional Claims,Segment DTP is missing. It is required for institutional claims (segment REF 'Institutional Bill Type Identification' is used).,665,40%,0x3938B05
Billing Provider Address (2010AA N301) is required. Billing Provider Address (2010AA N301) must contain valid characters and cannot exceed 55 characters in length. Billing Provider Address (2010AA N301) cannot contain a Post Office box address.,Segment PRV (Billing Provider Specialty Information) is used. It cannot be used when every claim has one of the following loops - 2310B or 2310D.,666,31%,0x3938B81
"If present, Billing Provider Address (2010AA N302) must be Alpha Numeric with a maximum length of 55 characters.
Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.","Value of element REF02 (Payer Secondary ID) is incorrect. Expected value is Health Industry Number (format is 9 alphanumeric characters with seventh check digit) when
REF01='HI'.",667,16%,0x393938E
"Billing Provider City (2010AA N401) is required.
Billing Provider City must have valid characters and must not be longer than 30, nor less than 2, characters in length.
Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Segment REF (Billing Provider Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used in loop 2010AA. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{b,668,15%,0x3938B78
Billing Provider State (2010AA N402) is required. Billing Provider State must be a valid State Code.,"Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CR3 '' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CRC 'Condition Indicator/Durable Medical Equipment' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Begin Therapy Date' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Last Certification Date' is used.",669,50%,0x3938B30
Valid 9 Digit Billing Provider Zip Code (2010AA N403) for the given Billing Provider State (2010AA N402) is required,Value of element REF02 (Billing Provider Secondary ID) is incorrect. Expected value is Social Security Number (format is '9 digits') when REF01='SY'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was ,670,47%,0x3939391
"Validate Ref02 format based on qualifier:
   EI: EIN must be in one of the following formats: '999999999' '99-9999999' '99 9999999'""
",Segment PRV (Billing Provider Specialty Information) is used. It cannot be used when every claim has one of the following loops - 2310B or 2310D.,671,45%,0x3938B81
"First iteration of Contact Name (2010AA PER02) must have valid characters, can't be the same name as the Submitter Name (1000 PER02), and must have less than 60 characters in length. The second iteration is not allowed.
Valid characters are: A-Z, dash, space, period, comma, (, and )",Segment DTP (Date - Property and Casualty Date of First Contact) is used. It is not expected to be used when segment REF (Property and Casualty Claim Number) is not used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}Th,672,30%,0x3938B52
"If present, this field must contain TE,FX or EM or error ""Provider Communication Qualifier Must Be TE, FX, or EM"" will display.",Value of element PS101 is incorrect. It must match corresponding Purchased Service Provider Identifier in REF02 or NM109 in 2420B loop. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{b,673,41%,0x3939421
"When either Billing Provider Contact Qualifier 1 (2010AA PER03) or Billing Provider Contact Number 1 (2010AA PER04) is present, both are required. Billing Provider Contact Qualifier 1 must be TE, EM or FX. When Billing Provider Contact Qualifier 1 is TE or FX, Billing Provider Contact Number 1 must be numeric and length of 10. When Billing Provider Contact Qualifier 1 is EM, Billing Provider Contact Number 1 must be valid characters and not exceed 256 characters.",Segment PER (Billing Provider Contact Information) is used. It is not expected to be used when it provides the same information as segment PER in loop 1000A. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was ,674,55%,0x3938B79
"If Billing Provider Contact Qual (2010AA PER05) is present, this field must contain TE, FX, EX or EM.",Segment PER (Ordering Provider Contact Information) is missing. It is required when certification for DMERC is included in this claim (PWK02 = 'AD').{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{tab}Character: [emp.cp],675,39%,0x3938AFE
"When either Billing Provider Contact Qualifier 2 (2010AA PER05) or Billing Provider Contact Number 2 (2010AA PER06) is present, both are required. Billing Provider Contact Qualifier 2 must be TE, EM, EX or FX. Billing Provider Contact Qualifier 2 cannot equal EX unless Billing Provider Contact Qualifier 1 (2010AA PER03) is TE. When Billing Provider Contact Qualifier 2 is TE, EX or FX, Billing Provider Contact Number 2 must be numeric. When Billing Provider Contact Qualifier 2 is TE or FX, Billing Provider Contact Number 2 must be length of 10. When Billing Provider Contact Qualifier 2 is EM, Billing Provider Contact Number 2 must be valid characters and not exceed 256 characters.",Value of element REF02 (Billing Provider Secondary ID) is incorrect. Expected value is Social Security Number (format is '9 digits') when REF01='SY'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was ,676,52%,0x3939391
"If Billing Provider Contact Qual (2010AA PER07) is present, this field must contain TE, FX, EX or EM.",Segment PER (Ordering Provider Contact Information) is missing. It is required when certification for DMERC is included in this claim (PWK02 = 'AD').{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{tab}Character: [emp.cp],677,39%,0x3938AFE
"When either Billing Provider Contact Qualifier 3 (2010AA PER07) or Billing Provider Contact Number 3 (2010AA PER08) is present, both are required. Billing Provider Contact Qualifier 3 must be TE, EM, EX or FX. Billing Provider Contact Qualifier 3 cannot equal EX unless Billing Provider Contact Qualifier 2 (2010AA PER05) is TE. When Billing Provider Contact Qualifier 3 is TE, EX or FX, Billing Provider Contact Number 3 must be numeric. When Billing Provider Contact Qualifier 3 is TE or FX, Billing Provider Contact Number 3 must be length of 10. When Billing Provider Contact Qualifier 3 is EM, Billing Provider Contact Number 3 must be valid characters and not exceed 256 characters.",Segment PER (Billing Provider Contact Information) is used. It is not expected to be used when it provides the same information as segment PER in loop 1000A. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was ,678,49%,0x3938B79
"If the Pay-to Provider (2010AB) loop is present, the Pay To Provider Address (2010AB N301) is required.
If Pay-To Provider Address is present, it must be valid characters (BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''""), with a max length of 55 characters.",Value of element PS101 is incorrect. It must match corresponding Purchased Service Provider Identifier in REF02 or NM109 in 2420B loop. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{b,679,38%,0x3939421
"If Pay-To Provider Address2 (2010AB N302) is present, it must contain valid characters (BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''"") with max length of 55 characters.",Value of element REF02 (Claim Identifier For Transmission Intermediaries) is incorrect. Expected value is up to 20 characters. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Se,680,27%,0x3939383
"Pay-to City (2010AB N401) is required, if Pay-To Provider (2010AB) loop is present
If Pay-to City is present, it must be populated with valid characters (BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''"") that are at least 2 hars long with a max length of 30 chars.",Value of element REF02 (Line Item Control Number) has been already used in loop 2300. Line Item Control Numbers are expected to have unique values within loop 2300. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br},681,34%,0x3939420
