Rejection Checked,Rejection Found,Row #,FormattedAccuracy,ErrorCode
"If Admision Source Code is present and service from date (2300 DTP03) is earlier than July 1, 2010, the Admission code must be 1,2,4-9,B,C,D,E,or F, or the claim will reject.

If Admision Source Code is present and the Service From date (2300 DTP03) is after than July 1, 2010, the Admission code must be 1,2,4-6,8,9,D,E,or F, or the claim will reject.


When Bill Type (2300 CLM05) begins with 110-115,117-125,127-129,180-185,187-189,210-215,217-219,830,832-836,839,850-856,859,410-415,417-419,510-515,517-519, then the Admission Source Code is required.

11/30/2006-DMC-created NE edit for Health Advantage and Blue Advantage only.
10/30/2007-CLM-PR2007295007 - Added Medipak Advantage to edit. 
05/15/2008-DMC-Removed 3 and A from ValidCharSet and added B,C,D per Protrac 2008130016.
06/10/2008-DMC-Corrected logic per ProTrac 2008158011.
06/11/2008-DMC-Corrected spelling of Admission (from Addmission).
05/12/2010-RMP-Added E and F, 2010132023
06/22/2010-DMC-Removed values 7, B and C per Protrac 2010085010. 
07/14/2010-DMC-Revised to include DOS to the deleted values 7,B, and C per Protrac 2010194003.
2010246026-09/03/2010-DMC-Updated documentation.



2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline",Value of element DTP03 (Date - Service Date) is incorrect. Expected value for date or start period date should be a date earlier than the Claim Adjudication date specified in loop 2330B ('[emp.ec_ExpDate]'). Segment [dpe.rec.gdl.id] is defined in the guid,778,33%,0x3939453
"If Admision Source Code is present and service from date (2300 DTP03) is earlier than July 1, 2010, the Admission code must be 1,2,4-9,B,C,D,E,or F, or the claim will reject.

If Admision Source Code is present and the Service From date (2300 DTP03) is after than July 1, 2010, the Admission code must be 1,2,4-6,8,9,D,E,or F, or the claim will reject.

When Bill Type (2300 CLM05) begins with 110-149,180-189,210-219,830-839, or 850-869, then the Admission Source Code is required.

11/30/2006-DMC-created NE edit for GCPS and AO only.
05/15/2008-DMC-Removed 3 and A from ValidCharSet and added B,C,D per Protrac 2008130016.
06/10/2008-DMC-Corrected logic per ProTrac 2008158011.
06/11/2008-DMC-Corrected spelling of Admission (from Addmission).
05/12/2010-RMP-Added E and F, 2010132023
06/22/2010-DMC-Removed values 7, B and C per Protrac 2010085010. 
07/14/2010-DMC-Revised to include DOS to the deleted values 7,B, and C per Protrac 2010194003.
2010246026-09/03/2010-DMC-Updated documentation.",Value of element DTP03 (Date - Service Date) is incorrect. Expected value for date or start period date should be a date earlier than the Claim Adjudication date specified in loop 2330B ('[emp.ec_ExpDate]'). Segment [dpe.rec.gdl.id] is defined in the guid,779,33%,0x3939453
"If Admision Source Code is present and service from date (2300 DTP03) is earlier than July 1, 2010, the Admission code must be 1,2,4-9,B,C,D,E,or F, or the claim will reject.

If Admision Source Code is present and the Service From date (2300 DTP03) is after than July 1, 2010, the Admission code must be 1,2,4-6,8,9,D,E,or F, or the claim will reject.

When Bill Type (2300 CLM05) begins with  110-129,180-189,210-219,830-839,850-869, then the Admission Source Code is required.

11/30/2006-DMC-created NE edit for FEP only.
05/15/2008-DMC-Revised code to remove 3 and 'A' and add 'B','C','D' per Protrac 2008130016.
06/10/2008-DMC-Corrected logic per ProTrac 2008158011.
06/11/2008-DMC-Corrected spelling of Admission (from Addmission).
05/12/2010-RMP-Added E and F, 2010132023
06/22/2010-DMC-Removed values 7, B and C per Protrac 2010085010. 
07/14/2010-DMC-Revised to include DOS to the deleted values 7,B, and C per Protrac 2010194003.
2010246026-09/03/2010-DMC-Updated documentation.

",Value of element DTP03 (Date - Service Date) is incorrect. Expected value for date or start period date should be a date earlier than the Claim Adjudication date specified in loop 2330B ('[emp.ec_ExpDate]'). Segment [dpe.rec.gdl.id] is defined in the guid,780,33%,0x3939453
"MEDICARE CLAIMS SHOULD BE REJECTED WHEN 2300 CL1 02 (ADMISSION SOURCE CODE) IS NOT PRESENT AND CLM05-1 (FACILITY TYPE CODE) IS NOT A VALUE OF 14.

2012255014 - rmt - 09/11/2012 - new edit",Value of element DTP03 (Admission Date) is incorrect. Start date of period may not be after end date. Expected value is Date in format 'CCYYMMDD-CCYYMMDD' when DTP02 ='RD8'.,781,42%,0x3939387
"If Bill Type contains values 110-119, 120-129, 140-149, 180-189, 210-219, 310-319, 850-859, 860-869, 131-139, 220-239, 280-289, 320-349, 410-419, 430-439, 650-669, 710-799, 810-849, 890-899, and Patient Status is missing, ""Patient Status Missing."" will display AND if Patient Status does not contain values 01-72,81-95, ""Invalid Patient Status"" will display.

12/11/2006-DMC-Converted per ProTrac 2006334012.
2013086032-RMT-added billtypes 131-139, 220-239, 280-289, 320-349, 410-419, 430-439, 650-669, 710-799, 810-849, 890-899 to adm source code requirement","Value of element REF02.(Patient Event Provider Secondary ID) is incorrect. Expected value is UPIN (format is '1 alpha and 5 digits; or one of the values RES000, VAD000, PHS000, RET000, INT000, SLF000, OTH000') when REF01='1G'.",782,17%,0x3939392
"     If billtype is 110-149,180-189,210-219,310-319,830-839 or 850-869 and Patient Status is not present, error message ""Patient Status Missing"" will display.
     If billtype is 110-149,180-189,210-219,310-319,830-839 or 850-869 and Patient Status does not contain 01-72,81-95, error message ""Invalid Patient Status."" will display.
     If billtype contains 111,114,115, or 117 and Patient Status is 30, error message ""Invalid Patient Status."" will display.

11/21/2006-DMC-Converted Access Only and revised per ProTrac 2006318026.
2013086032-RMT-updated valid patient status code list",HL loops subordination is incorrect. HL loop 'Subscriber' can not have both loops 'Dependent' and 'Patient Event' subordinate to it. Loop [dpe.rec.par.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br},783,38%,0x3938C41
"When Bill Type contains one of these values: 110-115,117-119,120-125,127-129,180-185,187-189,210-215,217-219,280-285,287-289,410-415,417-419,510-515 or 517-519, Patient Status is required and Must Be a Valid Value of 01-72,81-95.

12/11/2006-DMC-Converted per ProTrac 2006334012.
11/05/2007-CLM-PR2007295007 - Added Medipack Advantage to edit.
2011293016 - slc - 11/01/2011 - updated documentation.


2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013086032-RMT-updated valid patient status code list","Value of element REF02.(Patient Event Provider Secondary ID) is incorrect. Expected value is UPIN (format is '1 alpha and 5 digits; or one of the values RES000, VAD000, PHS000, RET000, INT000, SLF000, OTH000') when REF01='1G'.",784,41%,0x3939392
"     If Bill Type contains values 110-119,120-129,130-139,140-149,180-189,210-219,310-319,830-839,850-859,860-869, and Patient Status is missing, ""Patient Status Missing."" will display AND if Patient Status does not contain values 01-72,81-95, ""Invalid Patient Status"" will display.

12/11/2006-DMC-Converted per ProTrac 2006334012.
2013086032-RMT-updated valid patient status code list","Value of element REF02.(Patient Event Provider Secondary ID) is incorrect. Expected value is UPIN (format is '1 alpha and 5 digits; or one of the values RES000, VAD000, PHS000, RET000, INT000, SLF000, OTH000') when REF01='1G'.",785,31%,0x3939392
"If Bill Type contains 130-139 or 140-149, and Patient Status is present, it must contain values from 01-72,81-95 or error message ""Invalid Patient Status"" will display.
     If Bill Type contains values 110-119,120-129,180-189,210-219,310-319,830-839,850-859 or 860-869, and Patient Status is missing, ""Patient Status Missing."" will display AND if Patient Status does not contain values 01-72,81-95, ""Invalid Patient Status"" will display.

12/11/2006-DMC-Converted per ProTrac 2006334012.
2013086032-RMT-added billtypes 131-139, 220-239, 280-289, 320-349, 410-419, 430-439, 650-669, 710-799, 810-849, 890-899 to adm source code requirement
2013086032-RMT-updated valid patient status code list","Value of element REF02.(Patient Event Provider Secondary ID) is incorrect. Expected value is UPIN (format is '1 alpha and 5 digits; or one of the values RES000, VAD000, PHS000, RET000, INT000, SLF000, OTH000') when REF01='1G'.",786,28%,0x3939392
"Patient Status (2300 CL103) is a required field.
For Medipak Advantage, Patient status 01 is not allowed for claims with frequency code of 2 (INTERIM, FIRST CLAIM).

2010228015-10/26/2010-DMC-Updated documentation.
2011115007 - 05/23/2011 - clm - added commercial
2011118005 - 05/23/2011 - clm - added medicaid
2015141010 - 10/01/2015 - rmt - do not allow Patient status 01 when freq is 2 for MPA","Value of element CL103 is incorrect. It looks like a local code from code list 239 -
Patient Status. It's not allowed to use local codes after compliance date under the
HIPAA rules.",787,46%,0x393934D
"Require occurrence code 55 (date of death) when patient discharge status code 20 (expired), 40 (expired at home), 41 (expired in a medical facility), or 42 (expired - place unknown) is present.

2012284014-10/10/2012-RMT-new edit",Value of sub-element SV202-02 is incorrect. Expected value is from external code list - National Drug Code (240) whenSV201-01='N4'.,788,35%,0x3939622
"If the Report Type Code (2300 PWK01) is present, it must contain a valid code (03-11,13,15,21,A3,A4,AM,AS,B2,B3,B4,BR,BS,BT,CB,CK,CT,D2,DA,DB,DG,DJ,DS,EB,HC,HR,I5,IR,LA,M1,MT,NN,OB,OC,OD,OE,OX,OZ,P4,P5,PE,PN,PO,PQ,PY,PZ,RB,RR,RT,RX,SG,V5,XP) or the claim will reject.
02/03/2009-DMC-Revised per 5010 Implementation.
2010228015-11/02/2010-DMC-Added MPA per Protrac 2010228015.

2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline","Segment N4 (Subscriber City, State, ZIP Code) is used. It is not expected to be used when Subscriber is not the same person as Patient (loop 2000D is used).",789,32%,0x3938B54
"If the Report Transmission Code (2300 PWK02) is present, it must contain AA, BM, EL, EM, FT, FX or the claim will reject.

02/03/2009-DMC-Revised per 5010 Implementation.
2010228015-11/02/2010-DMC-Added MPA per Protrac 2010228015.

",Value of sub-element STC10-01 is incorrect. Expected value must be within the same Status Category Code as that reported in STC01.,790,30%,0x393965A
"If the Report Transmission Code (2300 PWK02) contains one of the following: “BM,EL,EM,FX,FT”, and the Attachment Control Number (2300 PWK06) is not present, the claim will reject.
If the Attachment Control Number (2300 PWK06) is less than 2 or greater than 50 characters in length, the claim will reject.
If the Attachment Control Number (2300 PWK06) contains characters other than 0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\'', the claim will reject.

02/13/2008-DMC-PR2008042002 - Added ARCAID and COMM to edit.
2010228015-11/02/2010-DMC-Revised per Protrac 2010228015.
2010316003-11/17/2010-DMC-Revised to new requirements for invalid characters.
","Segment REF (Payer Claim Control Number) is used. It is not expected to be used when CLM05-03 is not '7', '8, 'X' or 'Y''. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count:",791,24%,0x3938B4D
"The Dakota sequence range for encoder numbers is 48000 - 65999. If AHIN receives a paper claim submission outside of this range reject the claim and notify the Imaging team.

2011110020 - 5/12/2011 - rmp - reject dakota claims outside of valid encoder range
2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline",Value of element DTP03 (Date - Service Date) is incorrect. Expected value for date or start period date should be a date earlier than the Claim Adjudication date specified in loop 2330B ('[emp.ec_ExpDate]'). Segment [dpe.rec.gdl.id] is defined in the guid,792,28%,0x3939453
"Prevent Duplicate encoder number.
when submitter number is = X0020 require 1st occurrence of the PWK06 segment to be populated and must be 14 digits

2018064033 - 03/21/2018 - slc - prevent dup encoder_numbers.
2018127027 - 06/04/2018 - slc - when submitter number is = X0020 require 1st occurrence of the PWK06 segment to be populated and must be 14 digits
",Value of element REF02 (Pay-To Plan Secondary ID) is incorrect. Expected value is Employer's Identification Number (format is '9 digits') when REF01='EI'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error,793,39%,0x393938C
